,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
9405,535214,Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram,Andhra Pradesh,TRUE
9406,584119,Gangavathi_Islampur_D (Karnataka),Gangavathi_Islampur_D (Karnataka),Gangavathi_Islampur_D (Karnataka),Gangavathi,Karnataka,TRUE
9407,628003,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,FALSE
9408,689666,Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta,Kerala,TRUE
9409,222101,Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj,Uttar Pradesh,TRUE
9410,756003,Balasore_Ganeswarpur_I (Orissa),Balasore_Ganeswarpur_I (Orissa),Balasore_Ganeswarpur_I (Orissa),Balasore,Orissa,FALSE
9411,679311,Sankaramangalam_Pattithara_D (Kerala),Sankaramangalam_Pattithara_D (Kerala),Sankaramangalam_Pattithara_D (Kerala),Sankaramangalam,Kerala,FALSE
9412,388132,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,FALSE
9413,670708,Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur,Kerala,TRUE
9414,847201,Benipur_Karhari1_D (Bihar),Benipur_Karhari1_D (Bihar),Benipur_Karhari1_D (Bihar),Benipur,Bihar,TRUE
9415,574323,Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal,Karnataka,TRUE
9416,825132,Tisri_Satgawan_D (Jharkhand),Tisri_Satgawan_D (Jharkhand),Tisri_Satgawan_D (Jharkhand),Tisri,Jharkhand,FALSE
9417,622005,Pudukkottai_NainarClny_D (Tamil Nadu),Pudukkottai_NainarClny_D (Tamil Nadu),Pudukkottai_NainarClny_D (Tamil Nadu),Pudukkottai,Tamil Nadu,TRUE
9418,152122,Abohar_DaulatPura1_D (Punjab),Abohar_DaulatPura1_D (Punjab),Abohar_DaulatPura1_D (Punjab),Abohar,Punjab,TRUE
9419,140203,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,TRUE
9420,504311,Utnoor_MNCLRd_D (Telangana),Utnoor_MNCLRd_D (Telangana),Utnoor_MNCLRd_D (Telangana),Utnoor,Telangana,TRUE
9421,691512,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,TRUE
9422,177109,Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni,Himachal Pradesh,FALSE
9423,803218,Bakhtiarpur_DiaraMalahi_D (Bihar),Bakhtiarpur_DiaraMalahi_D (Bihar),Bakhtiarpur_DiaraMalahi_D (Bihar),Bakhtiarpur,Bihar,FALSE
9424,126101,Meham_Ward13_D (Haryana),Meham_Ward13_D (Haryana),Meham_Ward13_D (Haryana),Meham,Haryana,TRUE
9425,576219,Byndoor_Krmnjshwra_DPP (Karnataka),Byndoor_Krmnjshwra_DPP (Karnataka),Byndoor_Krmnjshwra_DPP (Karnataka),Byndoor,Karnataka,TRUE
9426,695587,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
9427,743223,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,TRUE
9428,488050,Panna_Benisagar_D (Madhya Pradesh),Panna_Benisagar_D (Madhya Pradesh),Panna_Benisagar_D (Madhya Pradesh),Panna,Madhya Pradesh,TRUE
9429,506301,Ghanpur_Palakrty_D (Telangana),Ghanpur_Palakrty_D (Telangana),Ghanpur_Palakrty_D (Telangana),Ghanpur,Telangana,TRUE
9430,392140,Jambusar_Aabadnagar_D (Gujarat),Jambusar_Aabadnagar_D (Gujarat),Jambusar_Aabadnagar_D (Gujarat),Jambusar,Gujarat,TRUE
9431,431741,Aurad_CBColony_D (Karnataka),Aurad_CBColony_D (Karnataka),Aurad_CBColony_D (Karnataka),Aurad,Karnataka,FALSE
9432,385110,Ambaji_YogeswarNagar_DPP (Gujarat),Ambaji_YogeswarNagar_DPP (Gujarat),Ambaji_YogeswarNagar_DPP (Gujarat),Ambaji,Gujarat,TRUE
9433,533503,Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry,Andhra Pradesh,TRUE
9434,503224,Armoor_Kotarmoor_D (Telangana),Armoor_Kotarmoor_D (Telangana),Armoor_Kotarmoor_D (Telangana),Armoor,Telangana,TRUE
9435,144010,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,FALSE
9436,797005,Kohima_AGColony_D (Nagaland),Kohima_AGColony_D (Nagaland),Kohima_AGColony_D (Nagaland),Kohima,Nagaland,FALSE
9437,562106,Bangalore_Bommasandra_L (Karnataka),Bangalore_Bommasandra_L (Karnataka),Bangalore_Bommasandra_L (Karnataka),Bangalore,Karnataka,FALSE
9438,444511,Akola_Patur_DPP (Maharashtra),Akola_Patur_DPP (Maharashtra),Akola_Patur_DPP (Maharashtra),Akola,Maharashtra,FALSE
9439,614806,Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruthuraipoondi,Tamil Nadu,TRUE
9440,184121,Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu,Jammu & Kashmir,TRUE
9441,761126,Bhanjanagar_Laxmivihar_D (Orissa),Bhanjanagar_Laxmivihar_D (Orissa),Bhanjanagar_Laxmivihar_D (Orissa),Bhanjanagar,Orissa,TRUE
9442,755010,Kendrapara_Penthapal_D (Orissa),Kendrapara_Penthapal_D (Orissa),Kendrapara_Penthapal_D (Orissa),Kendrapara,Orissa,FALSE
9443,614301,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,TRUE
9444,225126,Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh,Uttar Pradesh,TRUE
9445,756060,Balasore_Ganeswarpur_I (Orissa),Balasore_Ganeswarpur_I (Orissa),Balasore_Ganeswarpur_I (Orissa),Balasore,Orissa,FALSE
9446,171004,Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla,Himachal Pradesh,TRUE
9447,670706,Chavassery_Kelanpeedika_D (Kerala),Chavassery_Kelanpeedika_D (Kerala),Chavassery_Kelanpeedika_D (Kerala),Chavassery,Kerala,TRUE
9448,262805,Gola_BkgnRoad_D (Uttar Pradesh),Gola_BkgnRoad_D (Uttar Pradesh),Gola_BkgnRoad_D (Uttar Pradesh),Gola,Uttar Pradesh,TRUE
9449,626204,Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar,Tamil Nadu,TRUE
9450,636004,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,FALSE
9451,415703,Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali,Maharashtra,TRUE
9452,825405,Chouparan_Chaithimore_D (Jharkhand),Chouparan_Chaithimore_D (Jharkhand),Chouparan_Chaithimore_D (Jharkhand),Chouparan,Jharkhand,TRUE
9453,560011,Bengaluru_Bnnrghta_L (Karnataka),Bengaluru_Bnnrghta_L (Karnataka),Bengaluru_Bnnrghta_L (Karnataka),Bangalore,Karnataka,FALSE
9454,273307,Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul,Uttar Pradesh,TRUE
9455,678018,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
9456,470118,Khurai_Ward11_DPP (Madhya Pradesh),Khurai_Ward11_DPP (Madhya Pradesh),Khurai_Ward11_DPP (Madhya Pradesh),Khurai,Madhya Pradesh,TRUE
9457,313802,Kherwara_Rishabhdev2_DPP (Rajasthan),Kherwara_Rishabhdev2_DPP (Rajasthan),Kherwara_Rishabhdev2_DPP (Rajasthan),Kherwara,Rajasthan,TRUE
9458,829132,Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro,Jharkhand,TRUE
9459,695310,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,TRUE
9460,305025,Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer,Rajasthan,FALSE
9461,683525,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,TRUE
9462,517541,Tada_Sriharikota_D (Andhra Pradesh),Tada_Sriharikota_D (Andhra Pradesh),Tada_Sriharikota_D (Andhra Pradesh),Tada,Andhra Pradesh,FALSE
9463,301417,Bhiwadi_VasundharaNagar_D (Rajasthan),Bhiwadi_VasundharaNagar_D (Rajasthan),Bhiwadi_VasundharaNagar_D (Rajasthan),Bhiwadi,Rajasthan,TRUE
9464,632513,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,FALSE
9465,577422,Thirthahalli_Konanduru1_DPP (Karnataka),Thirthahalli_Konanduru1_DPP (Karnataka),Thirthahalli_Konanduru1_DPP (Karnataka),Thirthahalli,Karnataka,TRUE
9466,305009,Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer,Rajasthan,FALSE
9467,301702,Tijara_Ward3_D (Rajasthan),Tijara_Ward3_D (Rajasthan),Tijara_Ward3_D (Rajasthan),Tijara,Rajasthan,TRUE
9468,415730,Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed_BharanaNaka_D (Maharashtra),Khed,Maharashtra,TRUE
9469,680672,Irinjlkuda_Porathisery1_D (Kerala),Irinjlkuda_Porathisery1_D (Kerala),Irinjlkuda_Porathisery1_D (Kerala),Irinjalakuda,Kerala,TRUE
9470,600024,Chennai_Alandur_L (Tamil Nadu),Chennai_Alandur_L (Tamil Nadu),Chennai_Alandur_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
9471,533216,Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram,Andhra Pradesh,TRUE
9472,534425,Eluru_Kalaparru_I (Andhra Pradesh),Eluru_Kalaparru_I (Andhra Pradesh),Eluru_Kalaparru_I (Andhra Pradesh),Eluru,Andhra Pradesh,TRUE
9473,193103,Baramulla_Janbazpora_D (Jammu & Kashmir),Baramulla_Janbazpora_D (Jammu & Kashmir),Baramulla_Janbazpora_D (Jammu & Kashmir),Baramulla,Jammu & Kashmir,TRUE
9474,623005,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
9475,534230,Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram_Gunupudi_D (Andhra Pradesh),Bhimavaram,Andhra Pradesh,TRUE
9476,797004,Kohima_Rusoma_D (Nagaland),Kohima_Rusoma_D (Nagaland),Kohima_Rusoma_D (Nagaland),Kohima,Nagaland,FALSE
9477,245402,Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur_Sanjaycolony_D (Uttar Pradesh),Hapur,Uttar Pradesh,TRUE
9478,713131,Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara_DignagarRd_D (West Bengal),Guskhara,West Bengal,TRUE
9479,263134,Ranikhet_Bhatrojkhan_DPP (Uttarakhand),Ranikhet_Bhatrojkhan_DPP (Uttarakhand),Ranikhet_Bhatrojkhan_DPP (Uttarakhand),Ranikhet,Uttarakhand,TRUE
9480,383220,Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar_Hadiyol_D (Gujarat),Himmatnagar,Gujarat,TRUE
9481,500031,Hyderabad_Narsingi_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Narsingi_L (Telangana),Hyderabad,Telangana,FALSE
9482,607805,Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli_Vadakuthu1_D (Tamil Nadu),Neyveli,Tamil Nadu,TRUE
9483,314403,Simalwara_GaraPattePeeth_DPP (Rajasthan),Simalwara_GaraPattePeeth_DPP (Rajasthan),Simalwara_GaraPattePeeth_DPP (Rajasthan),Simalwara,Rajasthan,TRUE
9484,629251,Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay,Tamil Nadu,TRUE
9485,788026,Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar,Assam,FALSE
9486,629851,Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil_Muhilanvilai_D (Tamil Nadu),Nagercoil,Tamil Nadu,TRUE
9487,224121,Rudauli_Ghosaiyana_D (Uttar Pradesh),Rudauli_Ghosaiyana_D (Uttar Pradesh),Rudauli_Ghosaiyana_D (Uttar Pradesh),Rudauli,Uttar Pradesh,TRUE
9488,532220,Palasa_Kasibugga_D (Andhra Pradesh),Palasa_Kasibugga_D (Andhra Pradesh),Palasa_Kasibugga_D (Andhra Pradesh),Palasa,Andhra Pradesh,TRUE
9489,456221,Nagda_Banbana_D (Madhya Pradesh),Nagda_Banbana_D (Madhya Pradesh),Nagda_Banbana_D (Madhya Pradesh),Nagda,Madhya Pradesh,TRUE
9490,221714,Ballia_GorkprRd_D (Uttar Pradesh),Ballia_GorkprRd_D (Uttar Pradesh),Ballia_GorkprRd_D (Uttar Pradesh),Ballia,Uttar Pradesh,TRUE
9491,400038,Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai,Maharashtra,FALSE
9492,822112,Nagaruntari_Makri_DPP (Jharkhand),Nagaruntari_Makri_DPP (Jharkhand),Nagaruntari_Makri_DPP (Jharkhand),Nagar Untari,Jharkhand,FALSE
9493,841423,Mohammadpur_Jhajhwaroad_D (Bihar),Mohammadpur_Jhajhwaroad_D (Bihar),Mohammadpur_Jhajhwaroad_D (Bihar),Mohammadpur,Bihar,TRUE
9494,209869,Miyanganj_Bangarmau_D (Uttar Pradesh),Miyanganj_Bangarmau_D (Uttar Pradesh),Miyanganj_Bangarmau_D (Uttar Pradesh),Miyanganj,Uttar Pradesh,TRUE
9495,305924,Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur,Rajasthan,TRUE
9496,522264,Repalle_Ward4_D (Andhra Pradesh),Repalle_Ward4_D (Andhra Pradesh),Repalle_Ward4_D (Andhra Pradesh),Repalle,Andhra Pradesh,TRUE
9497,626141,Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam_Madathuppatti_D (Tamil Nadu),Rajapalayam,Tamil Nadu,FALSE
9498,332407,Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar,Rajasthan,TRUE
9499,847311,Rosera_HanumanTemple_D (Bihar),Rosera_HanumanTemple_D (Bihar),Rosera_HanumanTemple_D (Bihar),Rusera,Bihar,TRUE
9500,641602,Tirupur_Palayam_P (Tamil Nadu),Tirupur_Palayam_P (Tamil Nadu),Tirupur_Palayam_P (Tamil Nadu),Tirupur,Tamil Nadu,FALSE
9501,212202,SarayAnkil_Fkrbd_D (Uttar Pradesh),SarayAnkil_Fkrbd_D (Uttar Pradesh),SarayAnkil_Fkrbd_D (Uttar Pradesh),Saray Ankil,Uttar Pradesh,FALSE
9502,464651,Raisen_Gopalpur_DPP (Madhya Pradesh),Raisen_Gopalpur_DPP (Madhya Pradesh),Raisen_Gopalpur_DPP (Madhya Pradesh),Raisen,Madhya Pradesh,FALSE
9503,487001,Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur_Dhedwara_D (Madhya Pradesh),Narsinghpur,Madhya Pradesh,TRUE
9504,765025,Gunupur_Antarjholi_DPP (Orissa),Gunupur_Antarjholi_DPP (Orissa),Gunupur_Antarjholi_DPP (Orissa),Gunupur,Orissa,TRUE
9505,614723,Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai_anthniyr_D (Tamil Nadu),Pattukkottai,Tamil Nadu,TRUE
9506,847452,Phulparas_Ward6_D (Bihar),Phulparas_Ward6_D (Bihar),Phulparas_Ward6_D (Bihar),Phulparas,Bihar,TRUE
9507,456550,Agar_GundiKhurd_D (Madhya Pradesh),Agar_GundiKhurd_D (Madhya Pradesh),Agar_GundiKhurd_D (Madhya Pradesh),Agar,Madhya Pradesh,TRUE
9508,303601,Ajeetgarh_Jugrajpura_D (Rajasthan),Ajeetgarh_Jugrajpura_D (Rajasthan),Ajeetgarh_Jugrajpura_D (Rajasthan),Ajeetgarh,Rajasthan,FALSE
9509,841503,Kuchaikote_Bhathwaparshuram_D (Bihar),Kuchaikote_Bhathwaparshuram_D (Bihar),Kuchaikote_Bhathwaparshuram_D (Bihar),Kuchaikote,Bihar,FALSE
9510,581318,Sirsi_Banavasi2_DPP (Karnataka),Sirsi_Banavasi2_DPP (Karnataka),Sirsi_Banavasi2_DPP (Karnataka),Sirsi,Karnataka,TRUE
9511,624206,Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul,Tamil Nadu,FALSE
9512,734313,Mungpoo_Chawrasta_DPP (West Bengal),Mungpoo_Chawrasta_DPP (West Bengal),Mungpoo_Chawrasta_DPP (West Bengal),Mungpoo,West Bengal,TRUE
9513,425421,Shirpur_PadmavatiNagar_D (Maharashtra),Shirpur_PadmavatiNagar_D (Maharashtra),Shirpur_PadmavatiNagar_D (Maharashtra),Shirpur,Maharashtra,TRUE
9514,535125,Garividi_SriRamNagar_D (Andhra Pradesh),Garividi_SriRamNagar_D (Andhra Pradesh),Garividi_SriRamNagar_D (Andhra Pradesh),Garividi,Andhra Pradesh,TRUE
9515,224168,Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur_AmbedkarNgr_D (Uttar Pradesh),Akbarpur,Uttar Pradesh,TRUE
9516,822113,Chhatarpur_JaplaRd_D (Jharkhand),Chhatarpur_JaplaRd_D (Jharkhand),Chhatarpur_JaplaRd_D (Jharkhand),Chhatarpur-JR,Jharkhand,TRUE
9517,851112,Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai,Bihar,TRUE
9518,144033,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,FALSE
9519,327608,Banswara_Bagidora_D (Rajasthan),Banswara_Bagidora_D (Rajasthan),Banswara_Bagidora_D (Rajasthan),Banswara,Rajasthan,FALSE
9520,581362,Kumta_Central_DPP_2 (Karnataka),Kumta_Central_DPP_2 (Karnataka),Kumta_Central_DPP_2 (Karnataka),Kumta,Karnataka,TRUE
9521,533218,Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram,Andhra Pradesh,TRUE
9522,243637,Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun,Uttar Pradesh,TRUE
9523,626531,Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni,Tamil Nadu,TRUE
9524,422003,Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik_Satpurcolony_H (Maharashtra),Nashik,Maharashtra,FALSE
9525,686687,Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha,Kerala,TRUE
9526,484881,Anuppur_Kirgi_D (Madhya Pradesh),Anuppur_Kirgi_D (Madhya Pradesh),Anuppur_Kirgi_D (Madhya Pradesh),Anuppur,Madhya Pradesh,FALSE
9527,221012,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,TRUE
9528,272192,Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj_Chaukhara_D (Uttar Pradesh),Domariyaganj,Uttar Pradesh,TRUE
9529,400073,Mumbai_Chembur1_L (Maharashtra),Mumbai_Chembur1_L (Maharashtra),Mumbai_Chembur1_L (Maharashtra),Mumbai,Maharashtra,FALSE
9530,394248,Vansda_Chikatiya_D (Gujarat),Vansda_Chikatiya_D (Gujarat),Vansda_Chikatiya_D (Gujarat),Vansda,Gujarat,TRUE
9531,571301,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,TRUE
9532,670339,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,FALSE
9533,382042,Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad,Gujarat,FALSE
9534,614206,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,TRUE
9535,410210,Mumbai_Talojamidc_L (Maharashtra),Mumbai_Talojamidc_L (Maharashtra),Mumbai_Talojamidc_L (Maharashtra),Navi mumbai,Maharashtra,FALSE
9536,686595,Pala_Vallichira_D (Kerala),Pala_Vallichira_D (Kerala),Pala_Vallichira_D (Kerala),Pala,Kerala,FALSE
9537,642206,Udumalaipettai_Gangthrn_D (Tamil Nadu),Udumalaipettai_Gangthrn_D (Tamil Nadu),Udumalaipettai_Gangthrn_D (Tamil Nadu),Udumalaipettai,Tamil Nadu,TRUE
9538,680752,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
9539,125042,Meham_Ward13_D (Haryana),Meham_Ward13_D (Haryana),Meham_Ward13_D (Haryana),Meham,Haryana,TRUE
9540,735207,Birpara_Binnaguri_D (West Bengal),Birpara_Binnaguri_D (West Bengal),Birpara_Binnaguri_D (West Bengal),Birpara,West Bengal,TRUE
9541,388265,Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor,Gujarat,TRUE
9542,141118,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,FALSE
9543,630207,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
9544,786610,Naharkatia_JaypurNagar_D (Assam),Naharkatia_JaypurNagar_D (Assam),Naharkatia_JaypurNagar_D (Assam),Naharkatia,Assam,TRUE
9545,414402,Karjat_Patharwadi_D (Maharashtra),Karjat_Patharwadi_D (Maharashtra),Karjat_Patharwadi_D (Maharashtra),Karjat-MH,Maharashtra,TRUE
9546,533308,Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta,Andhra Pradesh,TRUE
9547,829103,Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh,Jharkhand,TRUE
9548,345033,Jaisalmer_Gaffurbhatt_D (Rajasthan),Jaisalmer_Gaffurbhatt_D (Rajasthan),Jaisalmer_Gaffurbhatt_D (Rajasthan),Jaisalmer,Rajasthan,FALSE
9549,508201,Nereducharla_GaridepalliRoad_D (Telangana),Nereducharla_GaridepalliRoad_D (Telangana),Nereducharla_GaridepalliRoad_D (Telangana),Nereducharla,Telangana,FALSE
9550,331303,Rajgarh_HisarRoad_D (Rajasthan),Rajgarh_HisarRoad_D (Rajasthan),Rajgarh_HisarRoad_D (Rajasthan),Rajgarh,Rajasthan,TRUE
9551,390010,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
9552,680614,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
9553,673013,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
9554,172106,Sangla_Kamru_DPP (Himachal Pradesh),Sangla_Kamru_DPP (Himachal Pradesh),Sangla_Kamru_DPP (Himachal Pradesh),Sangla,Himachal Pradesh,FALSE
